cell_id,state_label,state_type,state_depth,ted_parent_state,ted_cluster,ted_depth,ted_cellID
cell_1,2,terminal,6,10,2,6,1
cell_2,2,terminal,6,10,2,6,2
cell_3,2,terminal,6,10,2,6,3
cell_4,2,terminal,6,10,2,6,4
cell_5,2,terminal,6,10,2,6,5
cell_6,2,terminal,6,10,2,6,6
cell_7,2,terminal,6,10,2,6,7
cell_8,2,terminal,6,10,2,6,8
cell_9,2,terminal,6,10,2,6,9
cell_10,2,terminal,6,10,2,6,10
cell_11,2,terminal,6,10,2,6,11
cell_12,2,terminal,6,10,2,6,12
cell_13,2,terminal,6,10,2,6,13
cell_14,2,terminal,6,10,2,6,14
cell_15,2,terminal,6,10,2,6,15
cell_16,2,terminal,6,10,2,6,16
cell_17,2,terminal,6,10,2,6,17
cell_18,2,terminal,6,10,2,6,18
cell_19,2,terminal,6,10,2,5,19
cell_20,2,terminal,6,10,2,6,20
cell_21,2,terminal,6,10,2,5,21
cell_22,2,terminal,6,10,2,6,22
cell_23,2,terminal,6,10,2,6,23
cell_24,2,terminal,6,10,2,5,24
cell_25,2,terminal,6,10,2,6,25
cell_26,2,terminal,6,10,2,6,26
cell_27,2,terminal,6,10,2,6,27
cell_28,2,terminal,6,10,2,6,28
cell_29,2,terminal,6,10,2,6,29
cell_30,2,terminal,6,10,2,6,30
cell_31,2,terminal,6,10,2,6,31
cell_32,2,terminal,6,10,2,6,32
cell_33,9,internal_or_root,5,8,9,4,33
cell_34,9,internal_or_root,5,8,9,4,34
cell_35,1,terminal,6,9,1,6,35
cell_36,1,terminal,6,9,1,6,36
cell_37,9,internal_or_root,5,8,9,4,37
cell_38,1,terminal,6,9,1,5,38
cell_39,1,terminal,6,9,1,5,39
cell_40,9,internal_or_root,5,8,9,4,40
cell_41,2,terminal,6,10,2,6,41
cell_42,2,terminal,6,10,2,6,42
cell_43,10,internal_or_root,5,8,10,4,43
cell_44,2,terminal,6,10,2,6,44
cell_45,8,internal_or_root,4,7,8,3,45
cell_46,1,terminal,6,9,1,6,46
cell_47,1,terminal,6,9,1,6,47
cell_48,1,terminal,6,9,1,6,48
cell_49,1,terminal,6,9,1,6,49
cell_50,1,terminal,6,9,1,6,50
cell_51,1,terminal,6,9,1,6,51
cell_52,1,terminal,6,9,1,6,52
cell_53,1,terminal,6,9,1,6,53
cell_54,1,terminal,6,9,1,6,54
cell_55,1,terminal,6,9,1,6,55
cell_56,1,terminal,6,9,1,6,56
cell_57,1,terminal,6,9,1,6,57
cell_58,1,terminal,6,9,1,6,58
cell_59,1,terminal,6,9,1,6,59
cell_60,1,terminal,6,9,1,6,60
cell_61,1,terminal,6,9,1,6,61
cell_62,1,terminal,6,9,1,6,62
cell_63,1,terminal,6,9,1,6,63
cell_64,1,terminal,6,9,1,6,64
cell_65,2,terminal,6,10,2,6,65
cell_66,2,terminal,6,10,2,6,66
cell_67,2,terminal,6,10,2,6,67
cell_68,2,terminal,6,10,2,6,68
cell_69,10,internal_or_root,5,8,10,4,69
cell_70,2,terminal,6,10,2,6,70
cell_71,2,terminal,6,10,2,6,71
cell_72,2,terminal,6,10,2,6,72
cell_73,2,terminal,6,10,2,5,73
cell_74,2,terminal,6,10,2,5,74
cell_75,2,terminal,6,10,2,6,75
cell_76,2,terminal,6,10,2,6,76
cell_77,2,terminal,6,10,2,6,77
cell_78,10,internal_or_root,5,8,10,4,78
cell_79,2,terminal,6,10,2,6,79
cell_80,2,terminal,6,10,2,6,80
cell_81,2,terminal,6,10,2,5,81
cell_82,2,terminal,6,10,2,6,82
cell_83,2,terminal,6,10,2,6,83
cell_84,2,terminal,6,10,2,6,84
cell_85,2,terminal,6,10,2,6,85
cell_86,2,terminal,6,10,2,6,86
cell_87,2,terminal,6,10,2,6,87
cell_88,2,terminal,6,10,2,6,88
cell_89,2,terminal,6,10,2,6,89
cell_90,2,terminal,6,10,2,6,90
cell_91,2,terminal,6,10,2,6,91
cell_92,2,terminal,6,10,2,6,92
cell_93,2,terminal,6,10,2,6,93
cell_94,2,terminal,6,10,2,6,94
cell_95,2,terminal,6,10,2,6,95
cell_96,2,terminal,6,10,2,6,96
cell_97,8,internal_or_root,4,7,8,3,97
cell_98,8,internal_or_root,4,7,8,3,98
cell_99,2,terminal,6,10,2,6,99
cell_100,2,terminal,6,10,2,6,100
cell_101,1,terminal,6,9,1,6,101
cell_102,1,terminal,6,9,1,6,102
cell_103,1,terminal,6,9,1,6,103
cell_104,1,terminal,6,9,1,6,104
cell_105,2,terminal,6,10,2,6,105
cell_106,2,terminal,6,10,2,6,106
cell_107,2,terminal,6,10,2,6,107
cell_108,2,terminal,6,10,2,6,108
cell_109,8,internal_or_root,4,7,8,3,109
cell_110,8,internal_or_root,4,7,8,3,110
cell_111,1,terminal,6,9,1,6,111
cell_112,1,terminal,6,9,1,6,112
cell_113,1,terminal,6,9,1,6,113
cell_114,1,terminal,6,9,1,6,114
cell_115,1,terminal,6,9,1,6,115
cell_116,1,terminal,6,9,1,6,116
cell_117,1,terminal,6,9,1,6,117
cell_118,1,terminal,6,9,1,6,118
cell_119,1,terminal,6,9,1,6,119
cell_120,1,terminal,6,9,1,6,120
cell_121,1,terminal,6,9,1,6,121
cell_122,9,internal_or_root,5,8,9,4,122
cell_123,9,internal_or_root,5,8,9,4,123
cell_124,1,terminal,6,9,1,5,124
cell_125,1,terminal,6,9,1,5,125
cell_126,9,internal_or_root,5,8,9,4,126
cell_127,1,terminal,6,9,1,6,127
cell_128,9,internal_or_root,5,8,9,4,128
cell_129,13,internal_or_root,5,12,13,4,129
cell_130,13,internal_or_root,5,12,13,4,130
cell_131,3,terminal,6,13,3,6,131
cell_132,3,terminal,6,13,3,6,132
cell_133,3,terminal,6,13,3,6,133
cell_134,3,terminal,6,13,3,6,134
cell_135,3,terminal,6,13,3,6,135
cell_136,3,terminal,6,13,3,6,136
cell_137,11,internal_or_root,3,6,11,2,137
cell_138,3,terminal,6,13,3,5,138
cell_139,12,internal_or_root,4,11,12,3,139
cell_140,12,internal_or_root,4,11,12,3,140
cell_141,11,internal_or_root,3,6,11,2,141
cell_142,12,internal_or_root,4,11,12,3,142
cell_143,13,internal_or_root,5,12,13,4,143
cell_144,3,terminal,6,13,3,6,144
cell_145,3,terminal,6,13,3,6,145
cell_146,3,terminal,6,13,3,6,146
cell_147,3,terminal,6,13,3,6,147
cell_148,3,terminal,6,13,3,6,148
cell_149,3,terminal,6,13,3,6,149
cell_150,3,terminal,6,13,3,6,150
cell_151,3,terminal,6,13,3,6,151
cell_152,3,terminal,6,13,3,6,152
cell_153,3,terminal,6,13,3,6,153
cell_154,3,terminal,6,13,3,6,154
cell_155,3,terminal,6,13,3,6,155
cell_156,13,internal_or_root,5,12,13,4,156
cell_157,3,terminal,6,13,3,6,157
