cell_id	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12
cell_1	3	-	2	0	0	2	8	0	-	3	2	50
cell_2	3	10	0	0	0	2	8	0	-	3	-	50
cell_3	-	10	0	-	10	-	-	0	3	3	2	-
cell_4	3	10	-	2	10	2	8	0	-	3	-	-
cell_5	3	10	5	2	2	2	8	-	-	3	2	-
cell_6	3	-	5	-	-	2	-	0	3	3	-	50
cell_7	3	-	5	0	-	2	8	2	3	-	2	-
cell_8	-	10	-	2	0	2	8	-	3	-	-	-
cell_9	3	10	-	-	-	-	8	0	3	3	-	50
cell_10	3	-	-	-	0	2	8	0	-	3	2	-
cell_11	-	10	-	-	0	2	8	0	-	3	2	50
cell_12	3	10	-	-	-	2	8	-	3	3	2	50
cell_13	3	10	5	0	0	-	-	2	3	-	2	-
cell_14	3	10	5	-	-	2	-	2	3	-	-	-
cell_15	3	-	-	0	0	-	8	-	3	3	-	50
cell_16	3	10	-	-	0	2	8	2	3	3	2	50
cell_17	3	-	-	-	-	2	2	5	3	3	-	-
cell_18	-	10	-	-	-	2	-	5	-	3	2	-
cell_19	-	10	8	0	2	2	2	5	3	3	2	-
cell_20	-	10	8	-	-	2	2	5	3	-	-	0
cell_21	3	-	8	0	2	2	-	5	-	3	2	3
cell_22	3	10	-	0	2	2	2	5	3	-	2	0
cell_23	-	10	-	4	2	2	2	5	3	3	2	0
cell_24	-	10	8	0	2	2	2	5	-	3	2	2
cell_25	3	10	0	-	0	-	2	5	3	3	-	0
cell_26	-	10	-	-	-	2	2	5	3	-	2	2
cell_27	3	10	0	-	0	2	2	5	3	3	2	0
cell_28	3	10	-	0	0	-	2	5	-	3	2	-
cell_29	3	10	-	0	0	-	-	5	3	3	2	2
cell_30	3	-	-	0	0	2	2	5	3	-	2	2
cell_31	3	10	0	0	0	2	2	5	3	3	2	2
cell_32	3	-	0	0	0	2	2	-	-	3	2	-
cell_33	2	10	0	4	3	11	-	2	3	3	-	3
cell_34	2	10	0	4	3	11	2	-	-	3	2	3
cell_35	2	10	0	4	-	-	2	2	3	3	2	-
cell_36	-	-	3	4	3	11	2	2	3	3	-	3
cell_37	2	-	-	4	3	11	2	5	3	-	-	3
cell_38	-	10	14	4	3	11	-	-	-	-	2	-
cell_39	2	10	0	4	3	11	2	-	3	3	2	-
cell_40	2	10	-	-	3	-	2	-	3	3	2	-
cell_41	2	10	2	4	3	11	2	0	3	3	-	3
cell_42	2	10	2	-	3	11	2	2	3	3	2	3
cell_43	2	10	0	4	3	-	2	0	3	-	-	3
cell_44	2	-	2	4	-	11	2	-	-	3	2	3
cell_45	2	10	-	4	3	-	2	0	-	3	2	-
cell_46	-	10	-	4	3	11	2	-	3	3	2	3
cell_47	-	-	-	4	3	11	2	-	-	3	2	3
cell_48	-	10	-	4	-	11	-	0	-	-	2	3
cell_49	-	10	2	0	-	11	2	-	3	-	-	0
cell_50	3	-	2	0	3	-	2	2	3	-	-	0
cell_51	-	10	0	0	3	11	2	-	-	3	2	-
cell_52	3	10	0	-	3	11	2	2	3	3	-	0
cell_53	-	10	0	0	-	11	2	4	3	3	2	-
cell_54	-	-	0	0	-	11	-	4	3	3	2	-
cell_55	3	10	2	-	3	-	2	-	3	3	-	-
cell_56	-	10	-	26	-	11	-	4	3	3	2	2
cell_57	2	10	2	-	3	11	-	-	-	-	2	3
cell_58	2	10	2	2	3	11	-	0	-	3	2	-
cell_59	0	-	2	-	-	-	2	0	3	-	2	0
cell_60	0	10	2	-	3	-	2	-	-	3	2	-
cell_61	2	10	3	2	-	11	-	-	-	3	2	-
cell_62	0	10	-	2	-	11	2	0	-	-	2	-
cell_63	0	10	-	2	3	11	2	8	3	-	2	0
cell_64	0	10	0	-	3	11	2	-	3	-	2	13
cell_65	-	10	0	4	49	3	2	-	-	3	2	3
cell_66	5	10	0	-	49	3	-	-	-	3	2	3
cell_67	-	-	2	0	49	-	-	3	-	3	2	3
cell_68	5	10	2	-	49	3	2	3	3	3	-	3
cell_69	-	10	0	0	49	3	2	-	-	3	2	3
cell_70	5	10	0	2	49	-	-	-	-	3	-	3
cell_71	5	-	0	0	49	3	-	3	3	3	2	3
