cell_id	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12
cell_1	2	8	0	16	2	2	5	2	3	2	-	-
cell_2	2	0	0	16	2	2	5	2	3	2	2	-
cell_3	-	-	-	16	-	2	5	-	3	2	2	-
cell_4	2	0	5	16	2	2	5	2	-	2	-	4
cell_5	-	0	0	-	-	2	5	-	3	2	2	0
cell_6	2	-	-	-	-	2	-	2	3	2	-	0
cell_7	2	0	3	16	2	2	5	-	-	-	2	-
cell_8	-	-	-	16	-	2	5	-	3	2	2	-
cell_9	-	2	0	16	2	2	5	-	3	2	2	-
cell_10	2	2	0	-	2	-	5	2	-	2	2	0
cell_11	-	2	-	-	-	-	5	-	-	2	2	-
cell_12	2	2	0	16	2	2	-	-	3	2	2	3
cell_13	2	-	-	-	2	-	-	-	-	-	2	-
cell_14	2	2	0	16	2	-	5	-	3	2	-	2
cell_15	2	2	3	-	2	2	5	2	3	2	2	2
cell_16	2	2	-	16	-	-	-	-	-	2	-	0
cell_17	2	5	2	16	2	-	-	-	15	-	-	-
cell_18	2	5	0	-	2	2	5	-	-	-	2	5
cell_19	-	5	-	16	2	2	-	-	15	2	2	-
cell_20	2	5	-	16	2	-	5	2	-	-	-	4
cell_21	2	-	0	16	2	2	5	-	-	-	-	2
cell_22	-	-	0	16	-	-	-	-	-	2	2	2
cell_23	2	-	0	-	2	2	5	2	0	2	2	-
cell_24	2	-	0	-	2	2	5	2	0	2	2	0
cell_25	2	-	-	-	2	2	5	2	0	2	-	0
cell_26	2	3	-	-	2	2	5	2	0	-	2	-
cell_27	2	-	-	-	2	2	-	2	0	2	-	118
cell_28	2	-	0	-	2	2	-	2	0	-	-	0
cell_29	2	-	2	16	2	2	5	-	0	-	2	2
cell_30	2	8	0	-	2	2	5	2	-	2	2	2
cell_31	2	2	2	16	2	-	-	2	6	2	-	-
cell_32	-	2	2	16	-	-	5	2	-	-	2	2
cell_33	2	4	0	-	-	-	5	2	-	2	-	2
cell_34	2	-	0	16	-	2	5	2	0	2	-	2
cell_35	-	4	0	-	-	2	-	2	-	-	2	0
cell_36	2	-	0	-	2	2	-	2	2	2	2	-
cell_37	2	4	2	16	2	-	5	2	-	2	2	-
cell_38	-	4	2	-	2	2	5	2	4	-	2	0
cell_39	-	4	-	16	2	-	5	2	4	2	-	-
cell_40	2	4	2	16	-	2	-	-	-	-	2	2
cell_41	2	-	0	16	2	2	-	-	2	2	-	0
cell_42	2	4	-	16	2	-	5	2	2	-	-	3
cell_43	2	-	-	-	2	-	5	2	2	2	2	-
cell_44	2	4	2	-	2	-	5	-	2	2	-	0
cell_45	2	4	0	-	-	2	5	2	-	-	2	0
cell_46	2	4	0	16	2	-	-	2	0	2	2	2
cell_47	2	4	0	16	-	2	-	2	-	-	2	0
cell_48	2	4	5	-	2	-	5	-	0	2	2	-
cell_49	-	-	2	-	2	2	5	2	0	-	-	2
cell_50	-	-	2	16	2	2	5	2	0	2	2	2
cell_51	2	0	8	-	-	-	5	2	0	-	2	2
cell_52	-	2	8	16	2	2	5	2	-	-	-	2
cell_53	2	-	-	16	2	-	5	2	2	2	2	-
cell_54	2	0	5	16	2	2	5	-	2	-	2	2
cell_55	2	0	5	16	-	-	5	-	-	2	2	-
cell_56	2	0	5	16	2	2	5	2	5	-	-	2
cell_57	2	2	-	-	2	-	5	2	0	2	-	2
cell_58	2	-	2	16	2	2	5	2	-	2	2	2
cell_59	2	2	-	-	2	2	-	2	0	2	2	-
cell_60	-	2	2	16	2	2	5	2	-	-	-	-
cell_61	-	2	0	16	-	2	-	2	9	2	-	2
cell_62	2	2	0	16	2	-	5	2	9	2	2	2
cell_63	2	2	-	16	2	2	5	2	-	-	2	2
cell_64	-	2	0	-	-	-	-	2	9	2	2	-
cell_65	2	2	-	16	2	2	-	2	-	2	10	0
cell_66	2	2	2	16	2	2	-	-	2	2	10	5
cell_67	2	2	-	16	2	2	5	2	-	2	10	15
cell_68	-	2	0	16	-	-	5	2	-	-	10	2
cell_69	2	2	3	16	-	2	-	2	2	-	-	0
cell_70	2	2	3	16	2	-	5	2	-	2	-	0
cell_71	-	2	-	16	-	2	5	-	2	2	10	0
cell_72	2	2	3	-	2	2	5	2	-	-	10	0
cell_73	2	2	-	16	2	-	5	2	2	-	10	-
cell_74	-	-	0	-	2	2	5	-	-	2	10	0
cell_75	2	-	0	-	-	2	5	-	-	2	10	0
cell_76	2	-	0	16	-	-	5	2	-	2	10	0
cell_77	-	2	-	-	2	2	5	-	2	-	10	5
cell_78	2	2	0	-	2	-	5	2	2	2	-	-
cell_79	2	2	5	-	-	2	5	2	-	-	10	-
cell_80	-	2	-	16	2	-	-	2	-	2	10	5
cell_81	2	-	-	-	-	-	-	-	-	-	-	2
cell_82	2	-	-	-	-	-	-	-	-	2	-	2
cell_83	2	-	-	-	-	-	-	-	-	2	-	-
cell_84	2	-	-	-	-	-	-	-	-	2	-	-
cell_85	-	-	-	-	-	-	-	-	-	-	0	2
cell_86	2	-	-	-	-	-	-	-	-	-	0	-
cell_87	2	-	-	-	-	-	-	-	-	2	0	2
cell_88	2	-	-	-	-	-	-	-	-	-	5	-
cell_89	2	-	-	-	-	-	-	-	-	-	5	3
cell_90	-	-	-	-	-	-	-	-	-	2	5	3
cell_91	2	-	-	-	-	-	-	-	-	2	5	0
cell_92	2	-	-	-	-	-	-	-	-	2	5	0
cell_93	2	-	-	-	-	-	-	-	-	-	2	0
cell_94	-	-	-	-	-	-	-	-	-	2	2	0
cell_95	-	-	-	-	-	-	-	-	-	2	-	0
cell_96	2	-	-	-	-	-	-	-	-	-	-	3
cell_97	2	-	2	16	2	2	5	2	-	2	2	3
cell_98	2	-	2	16	2	2	5	2	14	2	2	-
cell_99	2	2	-	16	2	2	5	-	0	2	-	3
cell_100	2	2	2	16	-	2	-	-	0	-	-	3
cell_101	2	2	-	-	2	2	-	2	-	-	-	3
cell_102	-	2	-	-	2	2	5	2	2	2	-	3
cell_103	2	2	2	16	2	2	5	2	0	2	2	3
cell_104	-	-	-	-	2	2	-	2	0	2	-	3
cell_105	-	-	-	-	2	2	5	2	0	2	0	2
cell_106	2	3	-	-	2	2	5	2	-	2	3	-
cell_107	2	0	0	16	2	2	5	2	-	-	0	0
cell_108	2	0	-	16	-	-	-	2	-	2	0	0
cell_109	2	-	0	16	-	2	-	2	-	2	0	5
cell_110	-	0	5	-	2	2	-	-	8	-	-	0
cell_111	-	0	0	16	-	2	5	2	-	-	3	3
cell_112	2	0	0	-	2	-	5	2	8	-	3	3
cell_113	2	3	-	-	2	2	-	2	0	2	0	0
cell_114	-	0	-	-	2	2	5	-	0	2	0	0
cell_115	2	-	-	-	2	2	5	2	20	2	0	-
cell_116	2	0	4	16	2	2	5	2	0	2	0	0
cell_117	2	-	4	16	2	2	5	-	3	2	-	2
cell_118	2	0	4	16	2	2	5	2	0	-	0	-
cell_119	2	-	4	16	2	2	5	2	0	2	0	2
cell_120	2	0	4	16	-	-	5	2	0	-	0	-
cell_121	2	0	-	16	2	2	-	2	9	2	2	0
cell_122	-	-	-	16	-	2	5	-	9	2	2	-
cell_123	2	-	-	-	2	2	5	2	-	-	2	0
cell_124	2	0	0	16	2	2	-	-	2	-	2	0
cell_125	2	64	2	16	2	2	5	2	-	2	-	2
cell_126	-	64	2	16	2	2	5	2	5	-	2	2
cell_127	2	2	2	-	2	2	5	2	-	2	2	2
cell_128	2	-	-	16	2	2	5	2	0	2	2	2
cell_129	2	5	3	2	2	2	5	2	0	2	-	34
cell_130	2	-	3	-	-	2	-	2	-	-	5	-
cell_131	2	2	-	2	2	2	-	-	0	-	-	-
cell_132	2	0	3	-	2	2	5	-	0	-	-	34
cell_133	-	2	-	2	-	2	-	2	-	2	5	34
cell_134	-	2	-	2	2	-	5	-	-	2	-	-
cell_135	2	2	3	2	-	2	5	-	0	2	5	34
cell_136	2	-	3	-	2	-	5	2	0	2	5	-
cell_137	2	0	3	-	2	2	5	-	0	2	5	-
cell_138	2	0	3	2	2	2	-	-	0	2	5	34
cell_139	2	0	3	2	-	-	5	-	-	2	5	34
cell_140	-	0	-	2	2	-	5	2	0	2	-	34
cell_141	2	-	3	-	2	2	5	-	0	-	-	34
cell_142	2	0	3	2	2	-	5	2	2	2	-	34
cell_143	-	2	3	-	2	2	5	2	0	2	5	-
cell_144	2	-	3	2	2	-	5	2	0	2	5	-
cell_145	2	-	3	-	2	-	5	2	2	2	5	0
cell_146	2	-	3	0	2	2	5	-	2	2	-	0
cell_147	2	2	-	-	-	-	5	2	2	-	5	0
cell_148	-	-	-	0	-	-	5	2	2	2	5	-
cell_149	-	2	-	2	2	2	5	2	2	-	5	2
cell_150	-	2	3	0	2	2	5	2	2	2	5	2
cell_151	2	2	-	-	-	2	-	2	2	-	5	0
cell_152	2	2	3	2	2	-	5	2	2	-	5	0
cell_153	2	2	-	5	2	-	5	2	2	2	5	3
cell_154	2	2	3	5	2	2	5	2	2	2	5	3
cell_155	2	-	3	5	-	2	5	2	2	2	-	-
cell_156	-	2	3	5	2	2	-	-	2	-	5	3
cell_157	2	2	3	-	2	2	5	-	-	2	5	2
cell_158	2	-	-	0	2	2	5	2	2	-	5	2
cell_159	2	2	-	2	2	-	5	2	-	-	5	-
cell_160	2	2	-	5	-	2	5	-	-	2	5	0
cell_161	2	-	2	5	2	2	5	2	-	-	-	-
cell_162	2	-	-	0	2	2	5	-	-	-	-	5
cell_163	2	2	0	5	-	2	5	2	0	2	3	5
cell_164	2	2	-	0	2	-	5	2	0	2	3	-
cell_165	2	-	0	0	2	2	5	2	2	2	0	2
cell_166	-	2	0	-	2	2	-	2	0	2	-	2
cell_167	-	-	2	0	-	2	5	2	0	-	0	0
cell_168	-	2	-	-	2	2	5	2	0	-	0	0
cell_169	2	2	-	0	2	2	-	2	0	2	2	4
cell_170	-	2	-	-	2	2	5	2	0	2	2	4
cell_171	2	-	5	-	2	2	-	-	-	2	-	4
cell_172	2	-	-	-	2	2	5	2	0	2	2	4
cell_173	-	-	4	0	2	-	-	2	0	-	2	4
cell_174	-	2	4	0	-	2	5	-	2	2	2	4
cell_175	-	2	-	0	2	2	5	2	0	2	0	4
cell_176	2	-	4	-	2	2	5	2	2	2	-	4
cell_177	2	2	-	-	-	-	-	-	-	2	0	0
cell_178	2	-	-	-	-	-	-	-	-	2	0	0
cell_179	2	2	-	-	-	-	-	-	-	2	-	-
cell_180	-	2	-	-	-	-	-	-	-	2	0	-
cell_181	2	-	-	-	-	-	-	-	-	2	-	0
cell_182	2	0	-	-	-	-	-	-	-	2	4	0
cell_183	2	2	-	-	-	-	-	-	-	2	-	-
cell_184	2	-	-	-	-	-	-	-	-	2	0	0
cell_185	2	5	-	-	-	-	-	-	-	-	3	2
cell_186	2	5	-	-	-	-	-	-	-	2	3	-
cell_187	2	0	-	-	-	-	-	-	-	2	3	-
cell_188	2	0	-	-	-	-	-	-	-	2	-	-
cell_189	2	0	-	-	-	-	-	-	-	2	3	0
cell_190	2	-	-	-	-	-	-	-	-	2	3	-
cell_191	-	0	-	-	-	-	-	-	-	-	3	0
cell_192	2	0	-	-	-	-	-	-	-	-	3	-
cell_193	-	-	-	-	-	-	-	-	-	-	-	2
cell_194	2	-	-	-	-	-	-	-	-	-	-	2
cell_195	2	-	-	-	-	-	-	-	-	-	-	-
cell_196	2	-	-	-	-	-	-	-	-	-	-	2
cell_197	-	-	-	-	-	-	-	-	-	-	-	-
cell_198	2	-	-	-	-	-	-	-	-	-	-	2
cell_199	2	-	-	-	-	-	-	-	-	-	-	-
