cell_id,state_label,state_type,state_depth,ted_parent_state,ted_cluster,ted_depth,ted_cellID
cell_1,12,internal_or_root,4,11,12,3,1
cell_2,12,internal_or_root,4,11,12,3,2
cell_3,3,terminal,6,13,3,5,3
cell_4,13,internal_or_root,5,12,13,4,4
cell_5,3,terminal,6,13,3,5,5
cell_6,11,internal_or_root,3,6,11,2,6
cell_7,13,internal_or_root,5,12,13,4,7
cell_8,3,terminal,6,13,3,5,8
cell_9,3,terminal,6,13,3,5,9
cell_10,3,terminal,6,13,3,6,10
cell_11,3,terminal,6,13,3,6,11
cell_12,13,internal_or_root,5,12,13,4,12
cell_13,3,terminal,6,13,3,6,13
cell_14,3,terminal,6,13,3,6,14
cell_15,3,terminal,6,13,3,6,15
cell_16,3,terminal,6,13,3,6,16
cell_17,3,terminal,6,13,3,6,17
cell_18,3,terminal,6,13,3,5,18
cell_19,3,terminal,6,13,3,6,19
cell_20,3,terminal,6,13,3,6,20
cell_21,3,terminal,6,13,3,6,21
cell_22,3,terminal,6,13,3,6,22
cell_23,3,terminal,6,13,3,6,23
cell_24,3,terminal,6,13,3,6,24
cell_25,11,internal_or_root,3,6,11,2,25
cell_26,12,internal_or_root,4,11,12,3,26
cell_27,13,internal_or_root,5,12,13,4,27
cell_28,3,terminal,6,13,3,5,28
cell_29,3,terminal,6,13,3,6,29
cell_30,3,terminal,6,13,3,6,30
cell_31,3,terminal,6,13,3,6,31
cell_32,13,internal_or_root,5,12,13,4,32
cell_33,2,terminal,6,10,2,6,33
cell_34,2,terminal,6,10,2,6,34
cell_35,2,terminal,6,10,2,6,35
cell_36,2,terminal,6,10,2,6,36
cell_37,2,terminal,6,10,2,5,37
cell_38,2,terminal,6,10,2,6,38
cell_39,10,internal_or_root,5,8,10,4,39
cell_40,2,terminal,6,10,2,5,40
cell_41,2,terminal,6,10,2,6,41
cell_42,2,terminal,6,10,2,6,42
cell_43,2,terminal,6,10,2,6,43
cell_44,2,terminal,6,10,2,6,44
cell_45,2,terminal,6,10,2,6,45
cell_46,2,terminal,6,10,2,6,46
cell_47,2,terminal,6,10,2,6,47
cell_48,2,terminal,6,10,2,6,48
cell_49,1,terminal,6,9,1,6,49
cell_50,8,internal_or_root,4,7,8,3,50
cell_51,8,internal_or_root,4,7,8,3,51
cell_52,2,terminal,6,10,2,5,52
cell_53,2,terminal,6,10,2,5,53
cell_54,2,terminal,6,10,2,6,54
cell_55,2,terminal,6,10,2,6,55
cell_56,2,terminal,6,10,2,6,56
cell_57,3,terminal,6,13,3,6,57
cell_58,3,terminal,6,13,3,5,58
cell_59,3,terminal,6,13,3,6,59
cell_60,12,internal_or_root,4,11,12,3,60
cell_61,11,internal_or_root,3,6,11,2,61
cell_62,3,terminal,6,13,3,5,62
cell_63,6,internal_or_root,2,5,6,1,63
cell_64,13,internal_or_root,5,12,13,4,64
cell_65,3,terminal,6,13,3,6,65
cell_66,3,terminal,6,13,3,6,66
cell_67,3,terminal,6,13,3,6,67
cell_68,3,terminal,6,13,3,6,68
cell_69,3,terminal,6,13,3,6,69
cell_70,3,terminal,6,13,3,6,70
cell_71,3,terminal,6,13,3,6,71
cell_72,3,terminal,6,13,3,6,72
cell_73,3,terminal,6,13,3,5,73
cell_74,13,internal_or_root,5,12,13,4,74
cell_75,3,terminal,6,13,3,6,75
cell_76,3,terminal,6,13,3,6,76
cell_77,13,internal_or_root,5,12,13,4,77
cell_78,3,terminal,6,13,3,6,78
cell_79,3,terminal,6,13,3,5,79
cell_80,3,terminal,6,13,3,6,80
cell_81,3,terminal,6,13,3,6,81
cell_82,3,terminal,6,13,3,6,82
cell_83,3,terminal,6,13,3,6,83
cell_84,3,terminal,6,13,3,6,84
cell_85,3,terminal,6,13,3,6,85
cell_86,3,terminal,6,13,3,6,86
cell_87,3,terminal,6,13,3,5,87
cell_88,3,terminal,6,13,3,6,88
cell_89,3,terminal,6,13,3,6,89
cell_90,3,terminal,6,13,3,6,90
cell_91,3,terminal,6,13,3,6,91
cell_92,3,terminal,6,13,3,6,92
cell_93,3,terminal,6,13,3,6,93
cell_94,3,terminal,6,13,3,6,94
cell_95,3,terminal,6,13,3,6,95
cell_96,3,terminal,6,13,3,6,96
cell_97,13,internal_or_root,5,12,13,4,97
cell_98,13,internal_or_root,5,12,13,4,98
cell_99,3,terminal,6,13,3,5,99
cell_100,3,terminal,6,13,3,5,100
cell_101,3,terminal,6,13,3,6,101
cell_102,3,terminal,6,13,3,5,102
cell_103,3,terminal,6,13,3,6,103
cell_104,3,terminal,6,13,3,5,104
cell_105,11,internal_or_root,3,6,11,2,105
cell_106,13,internal_or_root,5,12,13,4,106
cell_107,11,internal_or_root,3,6,11,2,107
cell_108,11,internal_or_root,3,6,11,2,108
cell_109,12,internal_or_root,4,11,12,3,109
cell_110,12,internal_or_root,4,11,12,3,110
cell_111,3,terminal,6,13,3,6,111
cell_112,3,terminal,6,13,3,6,112
cell_113,6,internal_or_root,2,5,6,1,113
cell_114,6,internal_or_root,2,5,6,1,114
cell_115,9,internal_or_root,5,8,9,4,115
cell_116,8,internal_or_root,4,7,8,3,116
cell_117,3,terminal,6,13,3,5,117
cell_118,3,terminal,6,13,3,6,118
cell_119,13,internal_or_root,5,12,13,4,119
cell_120,3,terminal,6,13,3,6,120
cell_121,2,terminal,6,10,2,6,121
cell_122,2,terminal,6,10,2,5,122
cell_123,2,terminal,6,10,2,5,123
cell_124,2,terminal,6,10,2,5,124
cell_125,10,internal_or_root,5,8,10,4,125
cell_126,2,terminal,6,10,2,6,126
cell_127,2,terminal,6,10,2,6,127
cell_128,2,terminal,6,10,2,6,128
cell_129,2,terminal,6,10,2,5,129
cell_130,2,terminal,6,10,2,6,130
cell_131,2,terminal,6,10,2,5,131
cell_132,2,terminal,6,10,2,6,132
cell_133,2,terminal,6,10,2,6,133
cell_134,2,terminal,6,10,2,6,134
cell_135,2,terminal,6,10,2,6,135
cell_136,2,terminal,6,10,2,6,136
cell_137,2,terminal,6,10,2,6,137
cell_138,2,terminal,6,10,2,5,138
cell_139,2,terminal,6,10,2,6,139
cell_140,10,internal_or_root,5,8,10,4,140
cell_141,2,terminal,6,10,2,6,141
cell_142,10,internal_or_root,5,8,10,4,142
cell_143,10,internal_or_root,5,8,10,4,143
cell_144,2,terminal,6,10,2,6,144
cell_145,2,terminal,6,10,2,6,145
cell_146,2,terminal,6,10,2,6,146
cell_147,2,terminal,6,10,2,6,147
cell_148,2,terminal,6,10,2,6,148
cell_149,2,terminal,6,10,2,6,149
cell_150,2,terminal,6,10,2,6,150
cell_151,2,terminal,6,10,2,6,151
cell_152,2,terminal,6,10,2,6,152
cell_153,2,terminal,6,10,2,6,153
cell_154,2,terminal,6,10,2,6,154
cell_155,2,terminal,6,10,2,6,155
cell_156,2,terminal,6,10,2,6,156
cell_157,2,terminal,6,10,2,6,157
cell_158,2,terminal,6,10,2,6,158
cell_159,2,terminal,6,10,2,6,159
cell_160,2,terminal,6,10,2,6,160
cell_161,2,terminal,6,10,2,6,161
cell_162,2,terminal,6,10,2,6,162
cell_163,2,terminal,6,10,2,6,163
cell_164,2,terminal,6,10,2,6,164
cell_165,2,terminal,6,10,2,6,165
cell_166,2,terminal,6,10,2,6,166
cell_167,2,terminal,6,10,2,6,167
cell_168,2,terminal,6,10,2,6,168
cell_169,2,terminal,6,10,2,6,169
cell_170,2,terminal,6,10,2,6,170
cell_171,2,terminal,6,10,2,6,171
cell_172,2,terminal,6,10,2,6,172
cell_173,2,terminal,6,10,2,6,173
cell_174,2,terminal,6,10,2,6,174
cell_175,2,terminal,6,10,2,6,175
cell_176,2,terminal,6,10,2,6,176
cell_177,2,terminal,6,10,2,6,177
cell_178,2,terminal,6,10,2,6,178
cell_179,2,terminal,6,10,2,6,179
cell_180,2,terminal,6,10,2,6,180
cell_181,2,terminal,6,10,2,6,181
cell_182,2,terminal,6,10,2,6,182
cell_183,2,terminal,6,10,2,6,183
cell_184,2,terminal,6,10,2,6,184
cell_185,2,terminal,6,10,2,6,185
cell_186,2,terminal,6,10,2,6,186
cell_187,2,terminal,6,10,2,6,187
cell_188,2,terminal,6,10,2,6,188
cell_189,2,terminal,6,10,2,6,189
cell_190,2,terminal,6,10,2,6,190
cell_191,2,terminal,6,10,2,6,191
cell_192,2,terminal,6,10,2,6,192
cell_193,2,terminal,6,10,2,6,193
cell_194,2,terminal,6,10,2,6,194
cell_195,2,terminal,6,10,2,6,195
cell_196,2,terminal,6,10,2,6,196
cell_197,2,terminal,6,10,2,6,197
cell_198,2,terminal,6,10,2,6,198
cell_199,2,terminal,6,10,2,6,199
cell_200,2,terminal,6,10,2,6,200
cell_201,2,terminal,6,10,2,6,201
cell_202,2,terminal,6,10,2,6,202
cell_203,2,terminal,6,10,2,6,203
cell_204,2,terminal,6,10,2,6,204
cell_205,2,terminal,6,10,2,6,205
cell_206,2,terminal,6,10,2,6,206
cell_207,2,terminal,6,10,2,6,207
cell_208,2,terminal,6,10,2,6,208
cell_209,2,terminal,6,10,2,6,209
cell_210,2,terminal,6,10,2,6,210
cell_211,2,terminal,6,10,2,6,211
cell_212,2,terminal,6,10,2,6,212
cell_213,2,terminal,6,10,2,6,213
cell_214,2,terminal,6,10,2,6,214
cell_215,2,terminal,6,10,2,6,215
cell_216,2,terminal,6,10,2,6,216
cell_217,2,terminal,6,10,2,5,217
cell_218,2,terminal,6,10,2,6,218
cell_219,2,terminal,6,10,2,5,219
cell_220,2,terminal,6,10,2,6,220
cell_221,2,terminal,6,10,2,6,221
cell_222,2,terminal,6,10,2,6,222
cell_223,2,terminal,6,10,2,6,223
cell_224,2,terminal,6,10,2,6,224
cell_225,8,internal_or_root,4,7,8,3,225
cell_226,2,terminal,6,10,2,5,226
cell_227,7,internal_or_root,3,6,7,2,227
cell_228,2,terminal,6,10,2,5,228
cell_229,7,internal_or_root,3,6,7,2,229
cell_230,7,internal_or_root,3,6,7,2,230
cell_231,7,internal_or_root,3,6,7,2,231
cell_232,2,terminal,6,10,2,5,232
cell_233,2,terminal,6,10,2,6,233
cell_234,2,terminal,6,10,2,6,234
cell_235,2,terminal,6,10,2,6,235
cell_236,2,terminal,6,10,2,6,236
cell_237,2,terminal,6,10,2,5,237
cell_238,2,terminal,6,10,2,6,238
cell_239,2,terminal,6,10,2,6,239
cell_240,2,terminal,6,10,2,6,240
cell_241,2,terminal,6,10,2,5,241
cell_242,2,terminal,6,10,2,6,242
cell_243,2,terminal,6,10,2,6,243
cell_244,2,terminal,6,10,2,6,244
cell_245,10,internal_or_root,5,8,10,4,245
cell_246,2,terminal,6,10,2,6,246
cell_247,2,terminal,6,10,2,5,247
cell_248,10,internal_or_root,5,8,10,4,248
cell_249,8,internal_or_root,4,7,8,3,249
cell_250,8,internal_or_root,4,7,8,3,250
cell_251,8,internal_or_root,4,7,8,3,251
cell_252,8,internal_or_root,4,7,8,3,252
cell_253,1,terminal,6,9,1,5,253
cell_254,7,internal_or_root,3,6,7,2,254
cell_255,1,terminal,6,9,1,5,255
cell_256,1,terminal,6,9,1,5,256
cell_257,2,terminal,6,10,2,5,257
cell_258,10,internal_or_root,5,8,10,4,258
cell_259,10,internal_or_root,5,8,10,4,259
cell_260,6,internal_or_root,2,5,6,1,260
cell_261,7,internal_or_root,3,6,7,2,261
cell_262,6,internal_or_root,2,5,6,1,262
cell_263,7,internal_or_root,3,6,7,2,263
cell_264,8,internal_or_root,4,7,8,3,264
cell_265,6,internal_or_root,2,5,6,1,265
cell_266,10,internal_or_root,5,8,10,4,266
cell_267,6,internal_or_root,2,5,6,1,267
cell_268,8,internal_or_root,4,7,8,3,268
cell_269,6,internal_or_root,2,5,6,1,269
cell_270,6,internal_or_root,2,5,6,1,270
cell_271,9,internal_or_root,5,8,9,4,271
cell_272,1,terminal,6,9,1,6,272
cell_273,2,terminal,6,10,2,6,273
cell_274,2,terminal,6,10,2,6,274
cell_275,10,internal_or_root,5,8,10,4,275
cell_276,2,terminal,6,10,2,6,276
cell_277,8,internal_or_root,4,7,8,3,277
cell_278,1,terminal,6,9,1,5,278
cell_279,8,internal_or_root,4,7,8,3,279
cell_280,2,terminal,6,10,2,5,280
cell_281,1,terminal,6,9,1,6,281
cell_282,1,terminal,6,9,1,6,282
cell_283,8,internal_or_root,4,7,8,3,283
cell_284,8,internal_or_root,4,7,8,3,284
cell_285,2,terminal,6,10,2,6,285
cell_286,2,terminal,6,10,2,6,286
cell_287,2,terminal,6,10,2,6,287
cell_288,2,terminal,6,10,2,6,288
cell_289,2,terminal,6,10,2,6,289
cell_290,2,terminal,6,10,2,6,290
cell_291,2,terminal,6,10,2,6,291
cell_292,2,terminal,6,10,2,6,292
cell_293,2,terminal,6,10,2,6,293
cell_294,2,terminal,6,10,2,6,294
cell_295,2,terminal,6,10,2,6,295
cell_296,2,terminal,6,10,2,6,296
cell_297,2,terminal,6,10,2,6,297
cell_298,2,terminal,6,10,2,6,298
cell_299,2,terminal,6,10,2,5,299
cell_300,2,terminal,6,10,2,6,300
cell_301,2,terminal,6,10,2,6,301
cell_302,2,terminal,6,10,2,6,302
cell_303,10,internal_or_root,5,8,10,4,303
cell_304,2,terminal,6,10,2,6,304
cell_305,2,terminal,6,10,2,6,305
cell_306,2,terminal,6,10,2,6,306
cell_307,10,internal_or_root,5,8,10,4,307
cell_308,2,terminal,6,10,2,5,308
cell_309,2,terminal,6,10,2,6,309
cell_310,10,internal_or_root,5,8,10,4,310
cell_311,2,terminal,6,10,2,6,311
cell_312,2,terminal,6,10,2,6,312
cell_313,2,terminal,6,10,2,6,313
cell_314,2,terminal,6,10,2,6,314
cell_315,2,terminal,6,10,2,6,315
cell_316,2,terminal,6,10,2,5,316
cell_317,2,terminal,6,10,2,6,317
cell_318,2,terminal,6,10,2,6,318
cell_319,2,terminal,6,10,2,6,319
cell_320,2,terminal,6,10,2,6,320
cell_321,3,terminal,6,13,3,6,321
cell_322,3,terminal,6,13,3,6,322
cell_323,3,terminal,6,13,3,6,323
cell_324,3,terminal,6,13,3,6,324
cell_325,3,terminal,6,13,3,6,325
cell_326,13,internal_or_root,5,12,13,4,326
cell_327,13,internal_or_root,5,12,13,4,327
cell_328,13,internal_or_root,5,12,13,4,328
cell_329,3,terminal,6,13,3,6,329
cell_330,3,terminal,6,13,3,6,330
cell_331,3,terminal,6,13,3,6,331
cell_332,3,terminal,6,13,3,6,332
