cell_id,state_label,state_type,state_depth,ted_parent_state,ted_cluster,ted_depth,ted_cellID
cell_1,13,internal_or_root,5,12,13,4,1
cell_2,13,internal_or_root,5,12,13,4,2
cell_3,3,terminal,6,13,3,5,3
cell_4,11,internal_or_root,3,6,11,2,4
cell_5,8,internal_or_root,4,7,8,3,5
cell_6,2,terminal,6,10,2,5,6
cell_7,11,internal_or_root,3,6,11,2,7
cell_8,6,internal_or_root,2,5,6,1,8
cell_9,12,internal_or_root,4,11,12,3,9
cell_10,12,internal_or_root,4,11,12,3,10
cell_11,3,terminal,6,13,3,6,11
cell_12,3,terminal,6,13,3,5,12
cell_13,9,internal_or_root,5,8,9,4,13
cell_14,7,internal_or_root,3,6,7,2,14
cell_15,7,internal_or_root,3,6,7,2,15
cell_16,5,internal_or_root,1,4,5,0,16
cell_17,2,terminal,6,10,2,6,17
cell_18,2,terminal,6,10,2,6,18
cell_19,8,internal_or_root,4,7,8,3,19
cell_20,8,internal_or_root,4,7,8,3,20
cell_21,10,internal_or_root,5,8,10,4,21
cell_22,8,internal_or_root,4,7,8,3,22
cell_23,1,terminal,6,9,1,5,23
cell_24,1,terminal,6,9,1,6,24
cell_25,1,terminal,6,9,1,5,25
cell_26,1,terminal,6,9,1,6,26
cell_27,1,terminal,6,9,1,6,27
cell_28,1,terminal,6,9,1,6,28
cell_29,1,terminal,6,9,1,6,29
cell_30,1,terminal,6,9,1,6,30
cell_31,1,terminal,6,9,1,6,31
cell_32,1,terminal,6,9,1,6,32
cell_33,2,terminal,6,10,2,6,33
cell_34,2,terminal,6,10,2,6,34
cell_35,8,internal_or_root,4,7,8,3,35
cell_36,10,internal_or_root,5,8,10,4,36
cell_37,9,internal_or_root,5,8,9,4,37
cell_38,1,terminal,6,9,1,5,38
cell_39,9,internal_or_root,5,8,9,4,39
cell_40,9,internal_or_root,5,8,9,4,40
cell_41,7,internal_or_root,3,6,7,2,41
cell_42,10,internal_or_root,5,8,10,4,42
cell_43,9,internal_or_root,5,8,9,4,43
cell_44,1,terminal,6,9,1,6,44
cell_45,1,terminal,6,9,1,6,45
cell_46,1,terminal,6,9,1,6,46
cell_47,8,internal_or_root,4,7,8,3,47
cell_48,1,terminal,6,9,1,6,48
cell_49,2,terminal,6,10,2,5,49
cell_50,2,terminal,6,10,2,6,50
cell_51,2,terminal,6,10,2,6,51
cell_52,2,terminal,6,10,2,6,52
cell_53,2,terminal,6,10,2,6,53
cell_54,2,terminal,6,10,2,6,54
cell_55,2,terminal,6,10,2,6,55
cell_56,2,terminal,6,10,2,6,56
cell_57,1,terminal,6,9,1,5,57
cell_58,7,internal_or_root,3,6,7,2,58
cell_59,2,terminal,6,10,2,5,59
cell_60,8,internal_or_root,4,7,8,3,60
cell_61,2,terminal,6,10,2,6,61
cell_62,2,terminal,6,10,2,5,62
cell_63,2,terminal,6,10,2,6,63
cell_64,8,internal_or_root,4,7,8,3,64
cell_65,5,internal_or_root,1,4,5,0,65
cell_66,6,internal_or_root,2,5,6,1,66
cell_67,13,internal_or_root,5,12,13,4,67
cell_68,11,internal_or_root,3,6,11,2,68
cell_69,5,internal_or_root,1,4,5,0,69
cell_70,6,internal_or_root,2,5,6,1,70
cell_71,8,internal_or_root,4,7,8,3,71
cell_72,2,terminal,6,10,2,5,72
cell_73,5,internal_or_root,1,4,5,0,73
cell_74,7,internal_or_root,3,6,7,2,74
cell_75,7,internal_or_root,3,6,7,2,75
cell_76,8,internal_or_root,4,7,8,3,76
cell_77,1,terminal,6,9,1,6,77
cell_78,1,terminal,6,9,1,6,78
cell_79,8,internal_or_root,4,7,8,3,79
cell_80,8,internal_or_root,4,7,8,3,80
cell_81,2,terminal,6,10,2,6,81
cell_82,10,internal_or_root,5,8,10,4,82
cell_83,10,internal_or_root,5,8,10,4,83
cell_84,2,terminal,6,10,2,6,84
cell_85,2,terminal,6,10,2,6,85
cell_86,2,terminal,6,10,2,5,86
cell_87,2,terminal,6,10,2,5,87
cell_88,10,internal_or_root,5,8,10,4,88
cell_89,2,terminal,6,10,2,6,89
cell_90,2,terminal,6,10,2,5,90
cell_91,2,terminal,6,10,2,6,91
cell_92,2,terminal,6,10,2,6,92
cell_93,1,terminal,6,9,1,6,93
cell_94,1,terminal,6,9,1,5,94
cell_95,7,internal_or_root,3,6,7,2,95
cell_96,9,internal_or_root,5,8,9,4,96
cell_97,1,terminal,6,9,1,6,97
cell_98,1,terminal,6,9,1,5,98
cell_99,1,terminal,6,9,1,6,99
cell_100,1,terminal,6,9,1,6,100
cell_101,1,terminal,6,9,1,6,101
cell_102,1,terminal,6,9,1,6,102
cell_103,9,internal_or_root,5,8,9,4,103
cell_104,1,terminal,6,9,1,5,104
cell_105,1,terminal,6,9,1,6,105
cell_106,1,terminal,6,9,1,6,106
cell_107,9,internal_or_root,5,8,9,4,107
cell_108,1,terminal,6,9,1,5,108
cell_109,1,terminal,6,9,1,6,109
cell_110,1,terminal,6,9,1,6,110
cell_111,9,internal_or_root,5,8,9,4,111
cell_112,1,terminal,6,9,1,6,112
cell_113,9,internal_or_root,5,8,9,4,113
cell_114,9,internal_or_root,5,8,9,4,114
cell_115,8,internal_or_root,4,7,8,3,115
cell_116,8,internal_or_root,4,7,8,3,116
cell_117,9,internal_or_root,5,8,9,4,117
cell_118,9,internal_or_root,5,8,9,4,118
cell_119,1,terminal,6,9,1,5,119
cell_120,1,terminal,6,9,1,5,120
cell_121,1,terminal,6,9,1,6,121
cell_122,1,terminal,6,9,1,6,122
cell_123,9,internal_or_root,5,8,9,4,123
cell_124,9,internal_or_root,5,8,9,4,124
cell_125,1,terminal,6,9,1,6,125
cell_126,1,terminal,6,9,1,5,126
cell_127,2,terminal,6,10,2,6,127
cell_128,8,internal_or_root,4,7,8,3,128
cell_129,2,terminal,6,10,2,6,129
cell_130,2,terminal,6,10,2,6,130
cell_131,2,terminal,6,10,2,6,131
cell_132,2,terminal,6,10,2,6,132
cell_133,2,terminal,6,10,2,6,133
cell_134,2,terminal,6,10,2,6,134
cell_135,2,terminal,6,10,2,6,135
cell_136,2,terminal,6,10,2,6,136
cell_137,2,terminal,6,10,2,6,137
cell_138,2,terminal,6,10,2,6,138
cell_139,2,terminal,6,10,2,6,139
cell_140,2,terminal,6,10,2,6,140
cell_141,2,terminal,6,10,2,6,141
cell_142,2,terminal,6,10,2,6,142
cell_143,2,terminal,6,10,2,6,143
cell_144,2,terminal,6,10,2,6,144
cell_145,10,internal_or_root,5,8,10,4,145
cell_146,10,internal_or_root,5,8,10,4,146
cell_147,2,terminal,6,10,2,6,147
cell_148,2,terminal,6,10,2,6,148
cell_149,2,terminal,6,10,2,6,149
cell_150,2,terminal,6,10,2,6,150
cell_151,2,terminal,6,10,2,6,151
cell_152,2,terminal,6,10,2,6,152
cell_153,2,terminal,6,10,2,5,153
cell_154,2,terminal,6,10,2,5,154
cell_155,2,terminal,6,10,2,6,155
cell_156,2,terminal,6,10,2,6,156
cell_157,2,terminal,6,10,2,6,157
cell_158,2,terminal,6,10,2,6,158
cell_159,2,terminal,6,10,2,6,159
cell_160,2,terminal,6,10,2,6,160
cell_161,2,terminal,6,10,2,5,161
cell_162,10,internal_or_root,5,8,10,4,162
cell_163,2,terminal,6,10,2,5,163
cell_164,2,terminal,6,10,2,6,164
cell_165,2,terminal,6,10,2,6,165
cell_166,2,terminal,6,10,2,6,166
cell_167,2,terminal,6,10,2,6,167
cell_168,10,internal_or_root,5,8,10,4,168
cell_169,2,terminal,6,10,2,6,169
cell_170,2,terminal,6,10,2,6,170
cell_171,2,terminal,6,10,2,6,171
cell_172,2,terminal,6,10,2,6,172
cell_173,2,terminal,6,10,2,6,173
cell_174,2,terminal,6,10,2,6,174
cell_175,2,terminal,6,10,2,6,175
cell_176,2,terminal,6,10,2,6,176
cell_177,1,terminal,6,9,1,6,177
cell_178,1,terminal,6,9,1,6,178
cell_179,1,terminal,6,9,1,5,179
cell_180,8,internal_or_root,4,7,8,3,180
cell_181,2,terminal,6,10,2,5,181
cell_182,2,terminal,6,10,2,5,182
cell_183,2,terminal,6,10,2,5,183
cell_184,2,terminal,6,10,2,6,184
cell_185,2,terminal,6,10,2,6,185
cell_186,2,terminal,6,10,2,6,186
cell_187,2,terminal,6,10,2,6,187
cell_188,10,internal_or_root,5,8,10,4,188
cell_189,2,terminal,6,10,2,5,189
cell_190,2,terminal,6,10,2,6,190
cell_191,8,internal_or_root,4,7,8,3,191
cell_192,8,internal_or_root,4,7,8,3,192
cell_193,1,terminal,6,9,1,6,193
cell_194,1,terminal,6,9,1,6,194
cell_195,1,terminal,6,9,1,6,195
cell_196,1,terminal,6,9,1,6,196
cell_197,1,terminal,6,9,1,6,197
cell_198,1,terminal,6,9,1,6,198
cell_199,1,terminal,6,9,1,6,199
cell_200,1,terminal,6,9,1,6,200
cell_201,1,terminal,6,9,1,6,201
cell_202,1,terminal,6,9,1,6,202
cell_203,1,terminal,6,9,1,6,203
cell_204,1,terminal,6,9,1,6,204
cell_205,1,terminal,6,9,1,6,205
cell_206,1,terminal,6,9,1,6,206
cell_207,1,terminal,6,9,1,6,207
cell_208,1,terminal,6,9,1,6,208
cell_209,1,terminal,6,9,1,6,209
cell_210,1,terminal,6,9,1,6,210
cell_211,1,terminal,6,9,1,6,211
cell_212,1,terminal,6,9,1,6,212
cell_213,1,terminal,6,9,1,6,213
cell_214,1,terminal,6,9,1,6,214
cell_215,1,terminal,6,9,1,6,215
cell_216,1,terminal,6,9,1,6,216
cell_217,1,terminal,6,9,1,6,217
cell_218,1,terminal,6,9,1,6,218
cell_219,1,terminal,6,9,1,6,219
cell_220,1,terminal,6,9,1,6,220
cell_221,1,terminal,6,9,1,6,221
cell_222,1,terminal,6,9,1,6,222
cell_223,1,terminal,6,9,1,6,223
cell_224,1,terminal,6,9,1,6,224
cell_225,1,terminal,6,9,1,6,225
cell_226,1,terminal,6,9,1,6,226
cell_227,1,terminal,6,9,1,6,227
cell_228,1,terminal,6,9,1,6,228
cell_229,1,terminal,6,9,1,6,229
cell_230,1,terminal,6,9,1,6,230
cell_231,1,terminal,6,9,1,6,231
cell_232,1,terminal,6,9,1,6,232
cell_233,1,terminal,6,9,1,6,233
cell_234,1,terminal,6,9,1,6,234
cell_235,1,terminal,6,9,1,6,235
cell_236,1,terminal,6,9,1,6,236
cell_237,1,terminal,6,9,1,6,237
cell_238,1,terminal,6,9,1,6,238
cell_239,1,terminal,6,9,1,6,239
cell_240,1,terminal,6,9,1,6,240
cell_241,1,terminal,6,9,1,6,241
cell_242,1,terminal,6,9,1,6,242
cell_243,1,terminal,6,9,1,6,243
cell_244,1,terminal,6,9,1,6,244
cell_245,1,terminal,6,9,1,6,245
cell_246,1,terminal,6,9,1,6,246
cell_247,1,terminal,6,9,1,6,247
cell_248,1,terminal,6,9,1,6,248
cell_249,1,terminal,6,9,1,6,249
cell_250,1,terminal,6,9,1,6,250
cell_251,1,terminal,6,9,1,6,251
cell_252,1,terminal,6,9,1,6,252
cell_253,1,terminal,6,9,1,6,253
cell_254,1,terminal,6,9,1,6,254
cell_255,1,terminal,6,9,1,6,255
cell_256,1,terminal,6,9,1,6,256
cell_257,1,terminal,6,9,1,6,257
cell_258,1,terminal,6,9,1,6,258
cell_259,1,terminal,6,9,1,6,259
cell_260,1,terminal,6,9,1,6,260
cell_261,1,terminal,6,9,1,6,261
cell_262,1,terminal,6,9,1,6,262
cell_263,1,terminal,6,9,1,6,263
cell_264,1,terminal,6,9,1,6,264
cell_265,1,terminal,6,9,1,6,265
cell_266,1,terminal,6,9,1,6,266
cell_267,1,terminal,6,9,1,6,267
cell_268,1,terminal,6,9,1,6,268
cell_269,1,terminal,6,9,1,6,269
cell_270,1,terminal,6,9,1,6,270
cell_271,1,terminal,6,9,1,6,271
cell_272,1,terminal,6,9,1,6,272
cell_273,1,terminal,6,9,1,6,273
cell_274,1,terminal,6,9,1,6,274
cell_275,1,terminal,6,9,1,6,275
cell_276,1,terminal,6,9,1,6,276
cell_277,9,internal_or_root,5,8,9,4,277
cell_278,1,terminal,6,9,1,6,278
cell_279,1,terminal,6,9,1,6,279
cell_280,1,terminal,6,9,1,6,280
cell_281,1,terminal,6,9,1,6,281
cell_282,1,terminal,6,9,1,6,282
cell_283,1,terminal,6,9,1,6,283
cell_284,1,terminal,6,9,1,6,284
cell_285,1,terminal,6,9,1,6,285
cell_286,1,terminal,6,9,1,6,286
cell_287,1,terminal,6,9,1,6,287
cell_288,1,terminal,6,9,1,6,288
cell_289,2,terminal,6,10,2,6,289
cell_290,2,terminal,6,10,2,6,290
cell_291,2,terminal,6,10,2,6,291
cell_292,2,terminal,6,10,2,6,292
cell_293,2,terminal,6,10,2,6,293
cell_294,2,terminal,6,10,2,5,294
cell_295,2,terminal,6,10,2,6,295
cell_296,2,terminal,6,10,2,6,296
cell_297,2,terminal,6,10,2,6,297
cell_298,2,terminal,6,10,2,6,298
cell_299,2,terminal,6,10,2,6,299
cell_300,2,terminal,6,10,2,6,300
cell_301,2,terminal,6,10,2,6,301
cell_302,2,terminal,6,10,2,6,302
cell_303,2,terminal,6,10,2,6,303
cell_304,2,terminal,6,10,2,6,304
cell_305,2,terminal,6,10,2,6,305
cell_306,2,terminal,6,10,2,6,306
cell_307,2,terminal,6,10,2,6,307
cell_308,2,terminal,6,10,2,6,308
cell_309,2,terminal,6,10,2,6,309
cell_310,2,terminal,6,10,2,6,310
cell_311,10,internal_or_root,5,8,10,4,311
cell_312,2,terminal,6,10,2,6,312
cell_313,2,terminal,6,10,2,6,313
cell_314,2,terminal,6,10,2,6,314
cell_315,2,terminal,6,10,2,6,315
cell_316,2,terminal,6,10,2,6,316
cell_317,8,internal_or_root,4,7,8,3,317
cell_318,10,internal_or_root,5,8,10,4,318
cell_319,9,internal_or_root,5,8,9,4,319
cell_320,9,internal_or_root,5,8,9,4,320
cell_321,1,terminal,6,9,1,6,321
cell_322,1,terminal,6,9,1,6,322
cell_323,1,terminal,6,9,1,6,323
cell_324,1,terminal,6,9,1,6,324
cell_325,1,terminal,6,9,1,6,325
cell_326,1,terminal,6,9,1,6,326
